Burn Date,Air District,County,Air Basin,Acres Requested,Acres Burned,Latitude,Longitude,Legal Location,Agency,Burn Unit,Burn Type,Fuel Type,Total Tons
10/26/2021,Siskiyou County APCD,Siskiyou,Northeast Plateau,1,12,41.661,-123.054,44N 11 W 13,US Forest Service,point landing piles,Hand Pile,Slash,348
1/1/2022,Bay Area AQMD,Sonoma,San Francisco Bay Area,5,0,38.416,-122.602,"6201 Channel Dr, Santa Rosa, CA 95409",California State Parks,Trione-Annadel Piles South,Hand Pile,N/A,N/A
1/1/2022,Mendocino County AQMD,Mendocino,North Coast,50,50,38.879,-122.912,T R,Individual,B and B broadcast,Broadcast,Natural,1500
1/2/2022,Mendocino County AQMD,Mendocino,North Coast,5,5,38.854,-122.952,T R,Individual,B and B piles,Machine Pile,Natural,150
1/3/2022,San Diego County APCD,San Diego,San Diego,21,7,32.847,-116.423,T15S R5E 13,US Forest Service,Unit 35,Hand Pile,Brush,99.4
1/3/2022,San Diego County APCD,San Diego,San Diego,10,2,33.333,-116.64,"T9S,10S R3E 11,2,35",US Forest Service,Indian Flats,Hand Pile,Brush,2.1
1/3/2022,Bay Area AQMD,Sonoma,San Francisco Bay Area,15,0,38.367,-122.502,"13815 Hwy 12, Glen Ellen CA 95442",Audubon Canyon Ranch,Audubon Canyon Ranch - BP - Piles,Hand Pile,N/A,N/A
1/3/2022,Bay Area AQMD,Sonoma,San Francisco Bay Area,30,0,38.521,-122.684,"5775 Blue Gate Rd, Santa Rosa, CA 95404",Individual,Area 1,Hand Pile,N/A,N/A
1/4/2022,Placer County APCD,Placer,Mountain Counties,2,0,39.134,-120.686,T15N R11E 24,US Forest Service,Deadwood Machine Piles - Little Secret Timber Sale,Machine Pile,Slash,0
1/4/2022,Placer County APCD,Placer,Mountain Counties,10,0,39.104,-120.537,"T14N R13E 4,5,8",US Forest Service,Blue Eyes Machine Piles - Blue Eyes Stewardship IRTC,Machine Pile,Slash,0
1/4/2022,Siskiyou County APCD,Siskiyou,Northeast Plateau,200,0,41.9,-121.86,47N 1E 21,Bureau of Land Management,Modoc Gulch,Hand Pile,Slash,0
1/4/2022,Siskiyou County APCD,Siskiyou,Northeast Plateau,1,1,41.493,-123.493,13NR6ES28,US Forest Service,2222,Multiple Fuels,N/A,N/A
1/4/2022,Northern Sierra AQMD,Plumas,Mountain Counties,33,0.5,40,-120.98,T25N R9E 28,US Forest Service,Butterfly Unit 22D,Hand Pile,Slash,7.5
1/4/2022,Northern Sierra AQMD,Plumas,Mountain Counties,53,0,40,-120.99,T25N R9E 28,US Forest Service,Butterfly Unit 117,Hand Pile,Slash,0
1/4/2022,San Diego County APCD,San Diego,San Diego,40,0.5,33.335,-116.892,T R,California State Parks,"Doane Piles 2022, Paloma Mt. SP",Hand Pile,Slash,0.06
1/4/2022,Placer County APCD,Placer,Mountain Counties,60,0,39.051,-120.614,"T14N R12E 13, 22, 23, 24,25",US Forest Service,Biggie Machine Piles,Machine Pile,Slash,0
1/4/2022,Bay Area AQMD,Sonoma,San Francisco Bay Area,30,20,38.521,-122.684,"5775 Blue Gate Rd, Santa Rosa, CA 95404",Individual,Area 1,Hand Pile,N/A,N/A
1/4/2022,San Diego County APCD,San Diego,San Diego,5,2,33.333,-116.64,"T9S,10S R3E 11,2,35",US Forest Service,Indian Flats,Hand Pile,Brush,2.1
1/4/2022,San Diego County APCD,San Diego,San Diego,20,20,32.84,-116.44,T15S R5E 24,US Forest Service,Wooded Hill Unit 25,Hand Pile,Brush,284
1/4/2022,Amador County APCD,Amador,Mountain Counties,5,0.1,38.504,-120.777,"T7N & 8N R11E 4,5,8, 32, 33",Cal Fire,Amoruso VMP Piles,Machine Pile,Brush,0.25
1/5/2022,Bay Area AQMD,Sonoma,San Francisco Bay Area,30,16,38.521,-122.684,"5775 Blue Gate Rd, Santa Rosa, CA 95404",Individual,Area 1,Hand Pile,N/A,N/A
1/5/2022,Shasta County AQMD,Shasta,Sacramento Valley,1,1,40.65,-122.638,T32N R7W 6,National Park Service,NPS WHIS Park-wide Piles,Hand Pile,Natural,10
1/5/2022,Bay Area AQMD,Sonoma,San Francisco Bay Area,20,8,38.367,-122.502,"13815 Hwy 12, Glen Ellen CA 95442",Audubon Canyon Ranch,Audubon Canyon Ranch - BP - Piles,Hand Pile,N/A,N/A
1/5/2022,Siskiyou County APCD,Siskiyou,Northeast Plateau,70,70,41.992,-121.77,"T48N R2E Sec. 20, 21",US Fish and Wildlife Services,Lower Klamath NWR,Machine Pile,N/A,N/A
1/5/2022,Mendocino County AQMD,Mendocino,North Coast,1,1,39.159,-123.163,T R,Individual,Payne SMP 21-51 Piles,Machine Pile,Natural,40
1/5/2022,Butte County AQMD,Butte,Sacramento Valley,0.5,0.5,39.742,-121.739,T22 R2E 35,CSU Chico Research Foundation,BCCER Prop Management,Hand Pile,Natural,0.85
1/5/2022,San Diego County APCD,San Diego,San Diego,39.5,0,33.335,-116.892,T R,California State Parks,"Doane Piles 2022, Paloma Mt. SP",Hand Pile,Slash,0
1/5/2022,San Diego County APCD,San Diego,San Diego,40,20,32.84,-116.44,T15S R5E 24,US Forest Service,Wooded Hill Unit 25,Hand Pile,Brush,284
1/5/2022,San Diego County APCD,San Diego,San Diego,3,3,33.345,-116.886,T9S R2e 17,US Forest Service,Admin/Station Piles,Hand Pile,Slash,2.7
1/5/2022,South Coast AQMD,Riverside,South Coast,5,5,33.762,-117.483,T5S R6W 2,US Forest Service,TEMESCAL,Hand Pile,Slash,1.05
1/5/2022,Bay Area AQMD,Contra Costa,San Francisco Bay Area,25,0,37.915,-122.223,,East Bay Municipal Utility District,ESPP 05,Hand Pile,N/A,N/A
1/6/2022,Bay Area AQMD,Contra Costa,San Francisco Bay Area,25,0,37.915,-122.223,,East Bay Municipal Utility District,ESPP 05,Hand Pile,N/A,N/A
1/6/2022,Bay Area AQMD,Sonoma,San Francisco Bay Area,10,6,38.367,-122.502,"13815 Hwy 12, Glen Ellen CA 95442",Audubon Canyon Ranch,Audubon Canyon Ranch - BP - Piles,Hand Pile,N/A,N/A
1/6/2022,Tehama County APCD,Tehama,Sacramento Valley,5,0,39.956,-122.684,T24N R07W 7,Crane Mills,Riley,Machine Pile,Slash,0
1/6/2022,Amador County APCD,Amador,Mountain Counties,5,2,38.386,-120.649,"T6n R12E 3, 9, 10, 11, 13, 14, 15, 22, 23, 26, 27, 28 & 34",Cal Fire,Pine Acres piles,Hand Pile,Slash,10
1/6/2022,San Diego County APCD,San Diego,San Diego,50,7,32.84,-116.44,T15S R5E 24,US Forest Service,Wooded Hill Unit 25,Hand Pile,Brush,99.4
1/6/2022,Great Basin Unified APCD,Alpine,Great Basin Valleys,11,0,38.875,-119.821,T R,Bureau of Land Management,Jackson Ranch,Hand Pile,Brush,0
1/6/2022,Bay Area AQMD,Sonoma,San Francisco Bay Area,30,16,38.521,-122.684,"5775 Blue Gate Rd, Santa Rosa, CA 95404",Individual,Area 1,Hand Pile,N/A,N/A
1/6/2022,Mendocino County AQMD,Mendocino,North Coast,1,1,39.159,-123.163,T R,Individual,Payne SMP 21-51 Piles,Machine Pile,Natural,40
1/6/2022,Bay Area AQMD,Sonoma,San Francisco Bay Area,10,4,38.416,-122.602,"6201 Channel Dr, Santa Rosa, CA 95409",California State Parks,Trione-Annadel Piles South,Hand Pile,N/A,N/A
1/6/2022,Butte County AQMD,Butte,Sacramento Valley,0.25,0.25,39.742,-121.739,T22 R2E 35,CSU Chico Research Foundation,BCCER Prop Management,Hand Pile,Natural,0.425
1/6/2022,Shasta County AQMD,Shasta,Sacramento Valley,11,11,40.683,-121.863,T33N R01E 25-29,Sierra Pacific Industries,Tilman Fireline,Machine Pile,Slash,46.2
1/7/2022,San Diego County APCD,San Diego,San Diego,14,14,32.847,-116.423,T15S R5E 13,US Forest Service,Unit 35,Hand Pile,Brush,198.8
1/7/2022,Bay Area AQMD,Sonoma,San Francisco Bay Area,10,0,38.416,-122.602,"6201 Channel Dr, Santa Rosa, CA 95409",California State Parks,Trione-Annadel Piles South,Hand Pile,N/A,N/A
1/7/2022,Mendocino County AQMD,Mendocino,North Coast,1,1,39.159,-123.163,T R,Individual,Payne SMP 21-51 Piles,Machine Pile,Natural,40
1/7/2022,Butte County AQMD,Butte,Sacramento Valley,0.25,0.25,39.742,-121.739,T22 R2E 35,CSU Chico Research Foundation,BCCER Prop Management,Hand Pile,Natural,0.425
1/7/2022,Bay Area AQMD,Sonoma,San Francisco Bay Area,10,0,38.367,-122.502,"13815 Hwy 12, Glen Ellen CA 95442",Audubon Canyon Ranch,Audubon Canyon Ranch - BP - Piles,Hand Pile,N/A,N/A
1/7/2022,Bay Area AQMD,Sonoma,San Francisco Bay Area,30,16,38.521,-122.684,"5775 Blue Gate Rd, Santa Rosa, CA 95404",Individual,Area 1,Hand Pile,N/A,N/A
1/7/2022,South Coast AQMD,Riverside,South Coast,10,10,33.708,-116.718,T5S R3E 30,US Forest Service,Administrative Site - Keenwild,Hand Pile,Brush,21
1/7/2022,Shasta County AQMD,Shasta,Sacramento Valley,6,6,40.76,-121.85,T34N R01E 34,LandVest,South Ox,Machine Pile,Slash,348
1/8/2022,Bay Area AQMD,Sonoma,San Francisco Bay Area,1,1,38.367,-122.502,"13815 Hwy 12, Glen Ellen CA 95442",Audubon Canyon Ranch,Audubon Canyon Ranch - BP - Piles,Hand Pile,N/A,N/A
1/8/2022,South Coast AQMD,Riverside,South Coast,10,10,33.708,-116.718,T5S R3E 30,US Forest Service,Administrative Site - Keenwild,Hand Pile,Brush,21
1/8/2022,Shasta County AQMD,Shasta,Sacramento Valley,34,34,40.73,-121.81,T33N R01E 12,LandVest,King Arthur,Machine Pile,Slash,1972
1/9/2022,South Coast AQMD,Riverside,South Coast,10,10,33.708,-116.718,T5S R3E 30,US Forest Service,Administrative Site - Keenwild,Hand Pile,Brush,21
1/9/2022,Shasta County AQMD,Shasta,Sacramento Valley,20,20,40.79,-121.82,T34N R01E 23,LandVest,Cedar Boots,Machine Pile,Slash,1160
1/10/2022,Northern Sierra AQMD,Plumas,Mountain Counties,16,12,40,-121,T25N R9E 32,US Forest Service,Butterfly East Timber,Machine Pile,Brush,48
1/10/2022,Bay Area AQMD,Sonoma,San Francisco Bay Area,15,11,38.367,-122.502,"13815 Hwy 12, Glen Ellen CA 95442",Audubon Canyon Ranch,Audubon Canyon Ranch - BP - Piles,Hand Pile,N/A,N/A
1/10/2022,El Dorado County AQMD,El Dorado,Mountain Counties,200,50,38.619,-120.237,T9 R16 20,US Forest Service,Foster Firs,Machine Pile,Slash,225
1/10/2022,Siskiyou County APCD,Siskiyou,Northeast Plateau,16,16,41.2,-121.76,T39N R02E 20,LandVest,North Curtis,Machine Pile,Slash,928
1/10/2022,Santa Barbara County APCD,Santa Barbara,South Central Coast,UNK,0,34.735,-119.991,UNK,US Forest Service,Figueroa,Unknown,Slash,0
1/10/2022,Antelope Valley AQMD,Los Angeles,Mojave Desert,132,30,34.395,-117.724,T4N R8W PB 47,US Forest Service,Unit 2,Broadcast,Natural,615
1/10/2022,Bay Area AQMD,Sonoma,San Francisco Bay Area,30,19,38.521,-122.684,"5775 Blue Gate Rd, Santa Rosa, CA 95404",Individual,Area 1,Hand Pile,N/A,N/A
1/10/2022,North Coast Unified AQMD,Trinity,North Coast,1,1,40.749,-122.943,33N 10W 1,US Forest Service,Five Cent Piles,Hand Pile,Slash,6
1/10/2022,Bay Area AQMD,Napa,San Francisco Bay Area,1,0,38.514,-122.517,"3443 Spring Mountain Road, St Helena 95474",Individual,North Unit,Hand Pile,N/A,N/A
1/10/2022,Butte County AQMD,Butte,Sacramento Valley,1,1,39.885,-121.649,TT23N RR03E 04,Cal Fire,Piles,Hand Pile,Natural,12
1/10/2022,Lake County AQMD,Lake,Lake County,10,0,39.427,-122.939,18N 10W 12,US Forest Service,Pillsbury Homesites,Hand Pile,Slash,0
1/10/2022,Siskiyou County APCD,Siskiyou,Northeast Plateau,1,0,41.491,-123.495,13NR6ES28,US Forest Service,2216,Multiple Fuels,N/A,N/A
1/11/2022,Northern Sierra AQMD,Plumas,Mountain Counties,6,5,39.99,-120.83,"T24N R10, 11E 1, 6",US Forest Service,Squirrel,Machine Pile,Slash,50
1/11/2022,Lake County AQMD,Lake,Lake County,5,3,39.274,-122.893,  ,US Forest Service,Roadside Hazard Tree Abatement,Hand Pile,N/A,N/A
1/11/2022,Antelope Valley AQMD,Los Angeles,Mojave Desert,132,3,34.395,-117.724,T4N R8W PB 47,US Forest Service,Unit 2,Broadcast,Natural,61.5
1/11/2022,Antelope Valley AQMD,Los Angeles,Mojave Desert,5,5,34.399,-117.737,T4N R8W PB43,US Forest Service,Unit 4,Broadcast,Natural,102.5
1/11/2022,North Coast Unified AQMD,Trinity,North Coast,3,0,40.764,-122.93,"34N 9W 29, 30, 31, 32",US Forest Service,East Weaver Piles,Hand Pile,Slash,0
1/11/2022,Butte County AQMD,Butte,Sacramento Valley,1,1,39.885,-121.649,TT23N RR03E 04,Cal Fire,Piles,Hand Pile,Natural,12
1/11/2022,North Coast Unified AQMD,Trinity,North Coast,5,3,40.713,-122.835,33 North 9 west 23,Bureau of Land Management,Unit 5 Salt Flat,Hand Pile,Natural,31.5
1/11/2022,Santa Barbara County APCD,Santa Barbara,South Central Coast,3,0,34.735,-119.991,T8N R30W 25,US Forest Service,Figueroa,Hand Pile,Slash,0
1/11/2022,El Dorado County AQMD,El Dorado,Mountain Counties,200,200,38.6,-120.317,T9 R15 28,US Forest Service,Callecat,Machine Pile,Slash,1800
1/11/2022,Shasta County AQMD,Shasta,Sacramento Valley,20,20,40.96,-121.92,T36N R01W 24,LandVest,Amp,Machine Pile,Slash,1160
1/11/2022,El Dorado County AQMD,El Dorado,Lake Tahoe,10,0,38.929,-120.044,TT13N RR17E 36,US Forest Service,Spider Pig 143 WT 147/Landing Pile,Machine Pile,Natural,0
1/11/2022,Bay Area AQMD,Sonoma,San Francisco Bay Area,10,5,38.367,-122.502,"13815 Hwy 12, Glen Ellen CA 95442",Audubon Canyon Ranch,Audubon Canyon Ranch - BP - Piles,Hand Pile,N/A,N/A
1/12/2022,El Dorado County AQMD,El Dorado,Lake Tahoe,10,10,38.929,-120.044,TT13N RR17E 36,US Forest Service,Spider Pig 143 WT 147/Landing Pile,Machine Pile,Natural,0.185
1/12/2022,South Coast AQMD,Los Angeles,South Coast,2,2,34.599,-118.722,T6N R17W 19,US Forest Service,Oak Flat Station,Hand Pile,Brush,4.2
1/12/2022,Lake County AQMD,Lake,Lake County,5,3,39.266,-122.884,NA NA NA,US Forest Service,Deer Valley HTA piles,Hand Pile,Slash,3
1/12/2022,Modoc County APCD,Modoc,Northeast Plateau,42,42,41.598,-121.081,"T44NR8E sec 31,32 T43NR8E sec 5,6,7,8",US Forest Service,knobcone Pile burn,Multiple Fuels,N/A,N/A
1/12/2022,Bay Area AQMD,Sonoma,San Francisco Bay Area,5,5,38.416,-122.602,"6201 Channel Dr, Santa Rosa, CA 95409",California State Parks,Trione-Annadel Piles South,Hand Pile,N/A,N/A
1/12/2022,Antelope Valley AQMD,Los Angeles,Mojave Desert,101,7,34.391,-117.716,T4N R8W PB47,US Forest Service,Unit 3,Broadcast,Natural,143.5
1/12/2022,El Dorado County AQMD,El Dorado,Mountain Counties,150,50,38.619,-120.237,T9 R16 20,US Forest Service,Foster Firs,Machine Pile,Slash,225
1/12/2022,North Coast Unified AQMD,Trinity,North Coast,3,3,40.764,-122.93,"34N 9W 29, 30, 31, 32",US Forest Service,East Weaver Piles,Hand Pile,Slash,30
1/12/2022,Bay Area AQMD,Sonoma,San Francisco Bay Area,30,23,38.521,-122.684,"5775 Blue Gate Rd, Santa Rosa, CA 95404",Individual,Area 1,Hand Pile,N/A,N/A
1/12/2022,Mendocino County AQMD,Mendocino,North Coast,4,4,39.176,-123.024,T R,Individual,Cow Mountain Hunting SMP 19-02,Machine Pile,Natural,80
1/12/2022,Bay Area AQMD,Contra Costa,San Francisco Bay Area,15,0,37.819,-122.148,,Moraga-Orinda Fire District,Piled Material,Unknown,N/A,N/A
1/12/2022,Butte County AQMD,Butte,Sacramento Valley,1,1,39.885,-121.649,TT23N RR03E 04,Cal Fire,Piles,Hand Pile,Natural,12
1/12/2022,Siskiyou County APCD,Siskiyou,Northeast Plateau,1,1,41.947,-121.555,"T47N R4E Sec. 5, 6",US Fish and Wildlife Services,Tule Lake NWR,Machine Pile,N/A,N/A
1/12/2022,Siskiyou County APCD,Siskiyou,Northeast Plateau,50,50,41.779,-122.671,"45N 7W 4,5,8",US Forest Service,CRG7,Hand Pile,Natural,120
1/12/2022,Placer County APCD,Placer,Mountain Counties,1,0,39.077,-120.934,T14N R09E 11,Cal Fire,Middle Unit,Hand Pile,Natural,0
1/12/2022,Siskiyou County APCD,Siskiyou,Mountain Counties,60,0,41.939,-123.487,"T18N R12W 3,4,5,9,11,14,15,22,",US Forest Service,Slater Fire Salvage FA-48,Hand Pile,Natural,0
1/12/2022,Shasta County AQMD,Shasta,Sacramento Valley,2,2,40.65,-122.638,T32N R7W 3,National Park Service,NPS WHIS Park-wide Piles,Hand Pile,Natural,20
1/12/2022,Mendocino County AQMD,Mendocino,North Coast,12,12,38.786,-123.541,T R,Individual,Redempire SMP 21-59 Piles,Machine Pile,Natural,240
1/12/2022,San Diego County APCD,San Diego,San Diego,5,0,32.84,-116.44,T15S R5E 24,US Forest Service,Wooded Hill Unit 25,Hand Pile,Brush,0
1/12/2022,Bay Area AQMD,Sonoma,San Francisco Bay Area,10,5,38.367,-122.502,"13815 Hwy 12, Glen Ellen CA 95442",Audubon Canyon Ranch,Audubon Canyon Ranch - BP - Piles,Hand Pile,N/A,N/A
1/12/2022,Santa Barbara County APCD,Santa Barbara,South Central Coast,3,0,34.735,-119.991,T8N R30W 25,US Forest Service,Figueroa,Hand Pile,Slash,0
1/12/2022,Modoc County APCD,Modoc,Northeast Plateau,18,18,41.567,-120.901,"T43NR9E Sec 14,15",US Forest Service,Craig Pile Burn,Multiple Fuels,N/A,N/A
1/12/2022,South Coast AQMD,Los Angeles,South Coast,2,2,34.359,-118.396,T3N R15W 7,US Forest Service,Bear Divide Station,Hand Pile,Natural,8.4
1/12/2022,North Coast Unified AQMD,Trinity,North Coast,5,3,40.713,-122.835,33 North 9 west 23,Bureau of Land Management,Unit 5 Salt Flat,Hand Pile,Natural,31.5
1/12/2022,El Dorado County AQMD,El Dorado,Mountain Counties,108,108,38.915,-120.749,T12 R11 10,US Forest Service,"Tobacco Gulch 303-36-2, 303-48, 303-51, 303-37-1, 303-37-5",Machine Pile,Slash,144.72
1/12/2022,South Coast AQMD,Riverside,South Coast,5,5,33.708,-116.718,T5S R3E 30,US Forest Service,Administrative Site - Keenwild,Hand Pile,Brush,10.5
1/12/2022,El Dorado County AQMD,El Dorado,Mountain Counties,1,0.5,38.771,-120.514,"TT11N RR13E 21, 22, 23",US Forest Service,Orange,Machine Pile,Slash,10.5
1/12/2022,Shasta County AQMD,Shasta,Sacramento Valley,13,13,41.17,-121.75,T39N R02E 32,LandVest,North Curtis,Machine Pile,Slash,754
1/13/2022,Siskiyou County APCD,Siskiyou,Northeast Plateau,4,4,41.28,-121.71,T40N R02E 26,LandVest,Paw,Machine Pile,Slash,232
1/13/2022,Bay Area AQMD,Contra Costa,San Francisco Bay Area,15,5,37.819,-122.148,,Moraga-Orinda Fire District,Piled Material,Unknown,N/A,N/A
1/13/2022,El Dorado County AQMD,El Dorado,Lake Tahoe,10,70,38.929,-120.044,TT13N RR17E 36,US Forest Service,Spider Pig 143 WT 147/Landing Pile,Machine Pile,Natural,1.295
1/13/2022,El Dorado County AQMD,El Dorado,Mountain Counties,100,100,38.619,-120.237,T9 R16 20,US Forest Service,Foster Firs,Machine Pile,Slash,450
1/13/2022,Siskiyou County APCD,Siskiyou,Northeast Plateau,5,2,41.212,-122.118,T39N R02W S19,Campbell Global,2021-Campbell Global Town,Multiple Fuels,N/A,N/A
1/13/2022,Shasta County AQMD,Shasta,Sacramento Valley,2,2,40.65,-122.638,T32N R7W 3,National Park Service,NPS WHIS Park-wide Piles,Hand Pile,Natural,20
1/13/2022,Bay Area AQMD,Sonoma,San Francisco Bay Area,5,3,38.416,-122.602,"6201 Channel Dr, Santa Rosa, CA 95409",California State Parks,Trione-Annadel Piles South,Hand Pile,N/A,N/A
1/13/2022,Bay Area AQMD,Napa,San Francisco Bay Area,3,2,38.669,-122.57,"5500 Lake County Hwy, Calistoga, CA, 94515",North Coast Resource Management,HPL House,Landing Pile,N/A,N/A
1/13/2022,Bay Area AQMD,Napa,San Francisco Bay Area,1,0,38.508,-122.516,"2805 Spring Mountain Vineyards, St Helena CA, 94574",Individual,South Unit,Hand Pile,N/A,N/A
1/13/2022,Butte County AQMD,Butte,Sacramento Valley,1,1,39.885,-121.649,TT23N RR03E 04,Cal Fire,Piles,Hand Pile,Natural,12
1/13/2022,Mendocino County AQMD,Mendocino,North Coast,5,5,38.786,-123.541,T R,Individual,Redempire SMP 21-59 Piles,Machine Pile,Natural,100
1/13/2022,Bay Area AQMD,Sonoma,San Francisco Bay Area,15,4,38.367,-122.502,"13815 Hwy 12, Glen Ellen CA 95442",Audubon Canyon Ranch,Audubon Canyon Ranch - BP - Piles,Hand Pile,N/A,N/A
1/13/2022,Butte County AQMD,Butte,Sacramento Valley,1,3,39.814,-121.578,T23 N R4 E 30,US Forest Service,Coutelenc Unit,Hand Pile,Brush,2.1
1/13/2022,South Coast AQMD,San Bernardino,South Coast,60,20,34.232,-116.773,"T2N R2E 5,8,9,10,11,14,15,17,18,20,21,22,26,27,28,29,34",US Forest Service,Baldwin,Hand Pile,Brush,24
1/13/2022,Butte County AQMD,Butte,Sacramento Valley,0.5,0.5,39.742,-121.739,T22 R2E 35,CSU Chico Research Foundation,BCCER Prop Management,Hand Pile,Natural,0.85
1/13/2022,Tehama County APCD,Tehama,Sacramento Valley,5,0,39.956,-122.684,T24N R07W 7,Crane Mills,Riley,Machine Pile,Slash,0
1/13/2022,South Coast AQMD,Los Angeles,South Coast,3,0,34.554,-118.516,T5N R15W 1,US Forest Service,Dry Gulch Road,Hand Pile,Brush,0
1/13/2022,South Coast AQMD,Los Angeles,South Coast,2,0,34.503,-118.452,T5N R15W 21,US Forest Service,Texas Canyon,Hand Pile,Brush,0
1/13/2022,Great Basin Unified APCD,Mono,Great Basin Valleys,2,2,37.567,-118.673,T4S R30E 27,US Forest Service,Crowley Communities Piles Unit 12,Hand Pile,Slash,4.2
1/13/2022,Siskiyou County APCD,Siskiyou,Northeast Plateau,8,8,41.25,-121.65,T39N R03E 5,LandVest,Sandflat,Machine Pile,Slash,464
1/13/2022,Placer County APCD,Placer,Mountain Counties,1,0,39.077,-120.934,T14N R09E 11,Cal Fire,Middle Unit,Hand Pile,Natural,0
1/13/2022,Bay Area AQMD,Sonoma,San Francisco Bay Area,30,15,38.521,-122.684,"5775 Blue Gate Rd, Santa Rosa, CA 95404",Individual,Area 1,Hand Pile,N/A,N/A
1/13/2022,Tehama County APCD,Tehama,Sacramento Valley,1,0.1,40.345,-121.613,T29N R3E S26,National Park Service,Mineral Landing Pile,Machine Pile,Natural,2.9
1/13/2022,Siskiyou County APCD,Siskiyou,Northeast Plateau,50,30,41.779,-122.671,"45N 7W 4,5,8",US Forest Service,CRG7,Hand Pile,Natural,72
1/13/2022,El Dorado County AQMD,El Dorado,Mountain Counties,100,100,38.6,-120.317,T9 R15 28,US Forest Service,Callecat,Machine Pile,Slash,900
1/14/2022,North Coast Unified AQMD,Del Norte,North Coast,17,0,41.877,-123.817,T17N R3E Sec10,US Forest Service,Little Jones Lower(h),Landing Pile,N/A,N/A
1/14/2022,San Diego County APCD,San Diego,San Diego,3,3,33.345,-116.886,T9S R2e 17,US Forest Service,Admin/Station Piles,Hand Pile,Slash,2.7
1/14/2022,Bay Area AQMD,Napa,San Francisco Bay Area,3,0,38.669,-122.57,"5500 Lake County Hwy, Calistoga, CA, 94515",North Coast Resource Management,HPL House,Landing Pile,N/A,N/A
