Burn Date,Air District,County,Air Basin,Acres Requested,Acres Burned,Latitude,Longitude,Legal Location,Agency,Burn Unit,Burn Type,Fuel Type,Total Tons
1/1/2019,El Dorado County AQMD,El Dorado,Mountain Counties,5,1,38.61,-120.504,"T16N R11E S 2,9 & 10",Leoni Meadows Camp,Forest Management Pile Burning,Hand Pile,Slash,3
1/1/2019,El Dorado County AQMD,El Dorado,Mountain Counties,30,2,38.606,-120.512,"T16N R11E S 2,9 & 10",Leoni Meadows Camp,Leoni Meadows Understory Burn,Broadcast,Natural,UNK
1/2/2019,Placer County APCD,Placer,Sacramento Valley,0.5,0.1,38.955,-120.955,"T9N R13E S25,26,27",California State Parks,Foresthill Loop,Hand Pile,Brush,0.48
1/2/2019,El Dorado County AQMD,El Dorado,Mountain Counties,5,1,38.61,-120.504,"T9N R13E S25,26,27",Leoni Meadows Camp,Forest Management Pile Burning,Hand Pile,Slash,3
1/2/2019,El Dorado County AQMD,El Dorado,Mountain Counties,2,2,38.894,-120.628,"T9N R13E S25,26,27",Sierra Pacific Industries,AIRPERSON,Machine Pile,Slash,50
1/2/2019,Siskiyou County APCD,Siskiyou,Sacramento Valley,6,2,41.208,122.025,"T9N R13E S25,26,27",Wyntoon Timberlands LLC,"Wyntoon Timberlands, LLC",Hand Pile,UNK,6
1/2/2019,El Dorado County AQMD,El Dorado,Mountain Counties,20,10,38.606,-120.512,"T9N R13E S25,26,27",Leoni Meadows Camp,Leoni Meadows Understory Burn,Broadcast,Natural,UNK
1/2/2019,Great Basin Unified APCD,Inyo,Great Basin Valleys,75,17,36.914,-118.193,"T9N R13E S25,26,27",Cal Fire,Lower Twin Lakes,Hand Pile,Brush,85
1/2/2019,El Dorado County AQMD,El Dorado,Mountain Counties,30,30,38.86,-120.457,"T9N R13E S25,26,27",Sierra Pacific Industries,Grouchy Grouse Emergency Notice Area,Machine Pile,Slash,450
1/3/2019,Placer County APCD,Placer,Sacramento Valley,0.1,0.1,38.955,-120.955,"T9N R13E S25,26,27",California State Parks,Foresthill Loop,Hand Pile,Brush,0.48
1/3/2019,El Dorado County AQMD,El Dorado,Mountain Counties,5,0.5,38.61,-120.504,"T9N R13E S25,26,27",Leoni Meadows Camp,Forest Management Pile Burning,Hand Pile,Slash,1.5
1/3/2019,El Dorado County AQMD,El Dorado,Mountain Counties,2,3,38.856,-120.993,"T9N R13E S25,26,27",Cal Fire,"Lyon VMP Piles Sec 31 & 32 + Sec 12 T11N, R8E",Hand Pile,Brush,7.5
1/3/2019,El Dorado County AQMD,El Dorado,Mountain Counties,30,9,38.841,-120.9,"T9N R13E S25,26,27",Cal Fire,Georgetown Divide VMP Piles,Machine Pile,Brush,36
1/3/2019,El Dorado County AQMD,El Dorado,Mountain Counties,10,10,38.873,-120.647,"T9N R13E S25,26,27",University of California,c570,Broadcast,Natural,316
1/3/2019,Great Basin Unified APCD,Inyo,Great Basin Valleys,30,21,36.914,-118.193,"T9N R13E S25,26,27",Cal Fire,Lower Twin Lakes,Hand Pile,Brush,105
1/3/2019,El Dorado County AQMD,El Dorado,Mountain Counties,107,40,38.86,-120.457,"T9N R13E S25,26,27",Sierra Pacific Industries,Grouchy Grouse Emergency Notice Area,Machine Pile,Slash,600
1/3/2019,El Dorado County AQMD,El Dorado,Mountain Counties,100,90,38.841,-120.467,"T9N R13E S25,26,27",Sierra Pacific Industries,Bryant Power Emergency Notice Area,Machine Pile,Slash,1350
1/4/2019,Butte County AQMD,Butte,Sacramento Valley,0.25,0.25,39.846,-121.702,UNK,CSU Chico Research Foundation,Unit 2,Hand Pile,Natural,0.425
1/4/2019,Calaveras County APCD,Calaveras,Mountain Counties,1,1.5,38.286,-120.193,UNK,California State Parks,Big Tree Creek,Hand Pile,Natural,1.665
1/4/2019,Calaveras County APCD,Calaveras,Mountain Counties,UNK,4,38.378,-120.333,"T9N R13E S25,26,27",Sierra Pacific Industries,Blue Mountain Road Tractor,Machine Pile,Slash,18.8
1/4/2019,Great Basin Unified APCD,Inyo,Great Basin Valleys,30,12,36.914,-118.193,UNK,Cal Fire,Lower Twin Lakes,Hand Pile,Brush,60
1/4/2019,Calaveras County APCD,Calaveras,Mountain Counties,13,13,38.382,-120.326,"T9N R13E S25,26,27",Sierra Pacific Industries,Sol Landing Piles,Machine Pile,Slash,377
1/4/2019,Shasta County AQMD,Shasta,Sacramento Valley,UNK,14.5,40.683,-121.863,"T9N R13E S25,26,27",Sierra Pacific Industries,Cow,Machine Pile,Slash,37.7
1/4/2019,El Dorado County AQMD,El Dorado,Mountain Counties,100,25,38.882,-120.545,UNK,Sierra Pacific Industries,Camp Ten Emergency Notice Area,Machine Pile,Slash,375
1/4/2019,El Dorado County AQMD,El Dorado,Mountain Counties,67,60,38.86,-120.457,UNK,Sierra Pacific Industries,Grouchy Grouse Emergency Notice Area,Machine Pile,Slash,900
1/5/2019,Placer County APCD,Placer,Sacramento Valley,0.1,0.1,38.955,-120.955,UNK,California State Parks,Foresthill Loop,Hand Pile,Brush,0.48
1/5/2019,El Dorado County AQMD,El Dorado,Mountain Counties,5,5,38.754,-120.354,UNK,Sierra Pacific Industries,HOOT NORTH,Machine Pile,Slash,125
1/5/2019,Calaveras County APCD,Calaveras,Mountain Counties,12,12,38.351,-120.319,UNK,Sierra Pacific Industries,Swamped Landing Piles,Machine Pile,Slash,348
1/5/2019,El Dorado County AQMD,El Dorado,Mountain Counties,14,12,38.979,-120.796,UNK,Sierra Pacific Industries,METAMORPHOSIS EMERGENCY NOTICE AREA,Machine Pile,Slash,180
1/5/2019,Calaveras County APCD,Calaveras,Mountain Counties,15,15,38.338,-120.411,UNK,Sierra Pacific Industries,Silver Mountain Piled Units,Machine Pile,Slash,70.5
1/5/2019,El Dorado County AQMD,El Dorado,Mountain Counties,18,15,38.945,-120.853,UNK,Sierra Pacific Industries,BOTTLE ROCKET EMERGENCY NOTICE AREA,Machine Pile,Slash,225
1/5/2019,El Dorado County AQMD,El Dorado,Mountain Counties,16,16,38.891,-120.66,UNK,Sierra Pacific Industries,SAILOR / BLODGETT BOUNDARY,Machine Pile,Slash,400
1/5/2019,El Dorado County AQMD,El Dorado,Mountain Counties,30,43,38.841,-120.9,UNK,Cal Fire,Georgetown Divide VMP Piles,Machine Pile,Brush,172
1/6/2019,Calaveras County APCD,Calaveras,Mountain Counties,1,1,38.371,-120.367,UNK,Sierra Pacific Industries,L-Fork Landing Piles,Machine Pile,Slash,29
1/6/2019,Mendocino County AQMD,Mendocino,North Coast,1,1,39.516,-123.746,UNK,Individual,Tom SMP 14-004 Piles,Machine Pile,Slash,40
1/6/2019,Calaveras County APCD,Calaveras,Mountain Counties,2,2,38.396,-120.31,UNK,Sierra Pacific Industries,So Schaad Tractor,Machine Pile,Slash,4.2
1/7/2019,Mendocino County AQMD,Mendocino,North Coast,1,1,39.516,-123.746,UNK,Individual,Tom SMP 14-004 Piles,Machine Pile,Slash,40
1/7/2019,Great Basin Unified APCD,Inyo,Great Basin Valleys,5,2,36.914,-118.193,UNK,Cal Fire,Lower Twin Lakes,Hand Pile,Brush,10
1/7/2019,Lake County AQMD,Lake,Lake County,2,2,38.823,-122.69,UNK,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,33.2
1/7/2019,Siskiyou County APCD,Siskiyou,Northeast Plateau,43.5,38,41.246,-122.318,UNK,MDI Forest Products,Shastaview THP,Machine Pile,Slash,89.3
1/8/2019,Calaveras County APCD,Calaveras,Mountain Counties,1,1,38.286,-120.193,UNK,California State Parks,Big Tree Creek,Hand Pile,Natural,1.11
1/8/2019,Calaveras County APCD,Calaveras,Mountain Counties,1,1,38.286,-120.193,T39N R04W S34,California State Parks,Big Tree Creek,Hand Pile,Natural,1.11
1/8/2019,El Dorado County AQMD,El Dorado,Lake Tahoe,2,1,39.05,-120.115,UNK,California State Parks,Sugar Pine Pt Day Use Piles,Hand Pile,Slash,20
1/8/2019,Mendocino County AQMD,Mendocino,North Coast,1,1,39.516,-123.746,T39N R04W S34,Individual,Tom SMP 14-004 Piles,Machine Pile,Slash,40
1/8/2019,Lake County AQMD,Lake,Lake County,2,2,38.823,-122.69,UNK,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,33.2
1/8/2019,Great Basin Unified APCD,Inyo,Great Basin Valleys,30,20,36.812,-118.144,UNK,Cal Fire,Billy Lake,Hand Pile,Brush,100
1/8/2019,Siskiyou County APCD,Siskiyou,Northeast Plateau,109,30,41.2,-122.304,UNK,MDI Forest Products,Chess THP,Machine Pile,Slash,70.5
1/8/2019,Mendocino County AQMD,Mendocino,North Coast,40,40,39.2,-123.744,T39N R04W S34,Individual,Ben SMP 19-04 Piles,Machine Pile,Slash,1600
1/8/2019,Shasta County AQMD,Shasta,Sacramento Valley,50,50,40.697,-121.853,UNK,MDI Forest Products,Baler THP,Machine Pile,Slash,117.5
1/9/2019,Placer County APCD,Placer,Sacramento Valley,0.1,0.1,38.955,-120.955,T39N R04W S34,California State Parks,Foresthill Loop,Hand Pile,Brush,0.48
1/9/2019,Placer County APCD,Placer,Sacramento Valley,0.75,0.75,38.869,-121.058,T39N R04W S34,California State Parks,China Bar,Hand Pile,Slash,2.145
1/9/2019,Calaveras County APCD,Calaveras,Mountain Counties,1,1,38.286,-120.193,T39N R04W S34,California State Parks,Big Tree Creek,Hand Pile,Natural,1.11
1/9/2019,El Dorado County AQMD,El Dorado,Mountain Counties,1,1,38.725,-120.568,T39N R04W S34,El Dorado Irrigation District,Sly Park Recreation Area Management Timber Harvest,Machine Pile,UNK,2.35
1/9/2019,Lake County AQMD,Lake,Lake County,2,2,38.823,-122.69,T39N R04W S34,Cal Fire,PP Ridgetop Unit,Machine Pile,Slash,33.2
1/9/2019,El Dorado County AQMD,El Dorado,Lake Tahoe,5,5,38.989,-120.1,T39N R04W S34,California State Parks,DL Bliss SP Hand Piles,Hand Pile,Slash,100
1/9/2019,Great Basin Unified APCD,Inyo,Great Basin Valleys,30,21,36.812,-118.144,T39N R04W S34,Cal Fire,Billy Lake,Hand Pile,Brush,105
1/9/2019,Mendocino County AQMD,Mendocino,North Coast,40,40,39.2,-123.744,T39N R04W S34,Individual,Ben SMP 19-04 Piles,Machine Pile,Slash,1600
